chrID peakStart peakStop peakSize aveP minP aveChipCount maxChipCount aveInputCount aveInputCountScaled aveLog2Ratio EBNA2 JK_92 JK_234 EBNA3A EBNA3B EBNA3C GeneID chromosome strand gene.start gene.end region distance gene.info peak.start peak.end peak.value ATF2 ATF3 BATF BCL11A BCL3 BCLAF1 BHLHE40 BRCA1 c-FOS c-MYC CEBPB CHD1 CHD2 COREST CTCF Dnase E2F4 EBF1 EGR1 ELF1 ELK1 ETS1 EZH2 FOXM1 GABP GCN5 H2ZA H3K27AC H3K27ME3 H3K36ME3 H3K4ME1 H3K4ME2 H3K4ME3 H3K79ME2 H3K9AC H3K9ME3 H4K20ME1 IKZF1 IRF3 IRF4 JUND MAX MAZ MEF2A MEF2C MTA3 MXI1 NFATC1 NFE2 NFIC NFKB NFYA NFYB NRF1 NRSF P300 PAX3 PAX5 PML POL2 POL3 POU2F2 PU.1 RAD21 RFX5 RUNX3 RXRA SIN3 SIX5 SMC3 SP1 SPT20 SRF STAT1 STAT3 STAT5 TAF1 TBLR1 TBP TCF12 TCF3 TR4 USF1 USF2 WHIP YY1 ZBTB33 ZEB1 ZNF143 ZNF274 ZZZ3
chr1 713800 714199 400 2.72813081867277e-08 1.17970138292913e-20 33.5 39 0.5 0.364235849671904 4.69520605389594 0 1 0 0 0 0 NCRNA00115 chr1 - 761586 762902 3d 48903 NA 713800 714199 33.5 1 0 0 0 0 0 0 1 0 1 0 0 1 0 1 1 0 1 1 1 1 0 0 0 1 0 1 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 1 0 1 0 0 1 1 0 0 1 0 1 0 1 0 0 0 1 0 1 0 0 0 1 1 0 1 0 0 1 0 0
chr1 1083800 1084999 1200 0.000304527388156418 1.76302222288908e-34 31.5 62 0.666666666666667 0.485647799562538 4.31765745187923 1 1 0 0 0 0 TTLL10 chr1 + 1109285 1133313 5d -24886 NA 1083800 1084999 31.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chr1 1406800 1407399 600 1.02789897712847e-05 6.96792857290266e-13 29 41 1 0.728471699343807 4.06692452718724 0 1 0 0 0 0 ATAD3B chr1 + 1407163 1431581 5p1 -64 NA 1406800 1407399 29 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 1 0 1 1 1 0 0 0 1 0 1 1 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 0 1 1 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0
chr1 1510000 1510599 600 1.58080579462612e-21 2.0527207856376e-53 108.333333333333 159 3 2.18541509803142 5.09905255780701 0 1 1 0 0 0 SSU72 chr1 - 1477053 1510262 5p1 -37 NA 1510000 1510599 108.333333333333 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 1 1 1 0 0 1 0 1 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 1 0 1 1 0 1 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 0 0
chr1 1550400 1550999 600 1.33863971460164e-06 1.92494507167646e-37 77.6666666666667 115 1.33333333333333 0.971295599125076 5.05068246994062 0 1 0 0 0 0 MIB2 chr1 + 1550883 1565984 5p1 -184 NA 1550400 1550999 77.6666666666667 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 1 1 0 0 0 1 0 1 1 0 0 1 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 0 1 1 0 1 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0
chr1 1590400 1590799 400 3.80261092616353e-22 1.19182157623258e-23 42.5 44 0 0 5.44208525955422 0 1 0 0 0 0 CDC2L1 chr1 - 1571099 1655775 gene 65176 intron_7 1590400 1590799 42.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chr1 1603000 1603599 600 1.25310630748712e-05 3.58090276271217e-13 32.6666666666667 46 2.33333333333333 1.69976729846888 3.59707180222288 0 1 0 0 0 0 LOC728661 chr1 - 1592939 1624243 gene 20944 intron_4 1603000 1603599 32.6666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
chr1 1609000 1610599 1600 2.52300948300498e-06 9.23856816341476e-120 110.375 310 3.125 2.2764740604494 4.47513895460489 1 1 1 0 0 0 LOC728661 chr1 - 1592939 1624243 gene 14444 intron_1 1609000 1610599 110.375 1 0 0 1 1 1 1 0 0 0 0 0 1 0 1 1 0 1 0 1 0 1 0 1 1 0 1 1 0 0 1 1 1 1 1 0 0 1 0 1 0 1 1 0 0 1 1 0 0 1 0 0 0 0 0 1 0 1 1 1 0 1 1 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 1 0 0
chr1 1655600 1655999 400 2.38874334508093e-08 1.96592398174459e-10 34.5 38 2 1.45694339868761 3.8458364871292 0 1 0 0 0 0 CDC2L2 chr1 - 1634171 1655791 5p1 -8 NA 1655600 1655999 34.5 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 1 1 0 0 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
chr1 1710200 1710999 800 5.55813582784831e-06 1.41501064681192e-37 63 105 1.25 0.910589624179759 4.86759093395353 1 1 0 0 1 0 NADK chr1 - 1682677 1709909 5p1 -690 NA 1710200 1710999 63 1 0 0 1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 0 1 1 0 0 1 1 1 1 1 0 0 0 0 1 0 1 1 1 1 1 1 1 0 1 0 0 0 0 1 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1 0 1 0 0 1 0 1 0 1 1 0 1 1 1 1 0 1 0 0 0
